Name,Identifier,Sub_Identifier,Prosopographical_Reference,Prosopographical_Reference_id,Work,Edition,Edition_id,Passage,Book,Casaubon_Reference,Kaibel_Reference,Is_Range,Note_Reference
"Agathocles of Cyzicus",historian,,,,,FGrH,472,"F 6",1,1.30a,1.54,,
"Agathocles of Samos","agent of Philip II",,Berve,"i #7",,,,,6,6.259f,6.75@6.76,,
"Agathocles of Syracuse",tyrant,,,,,,,,11,11.466a,11.14@11.15,,
"Agathocles of Syracuse",tyrant,,,,,,,,15,15.699c,15.56,,
"Agathocles of Syracuse",tyrant,,,,,,,,9,9.405f,9.70,,
Agathocles,"son of Oenanthe, contemporary of Ptolemy IV",,,,,,,,6,6.251e,6.59,,
"Agathon of Lesbos","friend of Archestratus of Gela",,,,,,,,3,3.92e,3.44,,
Agathonidas,"love-object of Pindar",,,,,,,,10,10.427d,10.30,,
Agathon,"tragic poet",,,,,TrGF,39,"F 11",5,5.185a,5.1,,
Agathon,"tragic poet",,,,,TrGF,39,"F 12",5,5.211e,5.47@5.48,,
Agathon,"tragic poet",,,,,TrGF,39,"F 13",10,10.445c,10.64,,
Agathon,"tragic poet",,,,,TrGF,39,"F 14",13,13.584a,13.46,"range start",
Agathon,"tragic poet",,,,,TrGF,39,"F 14",13,13.584b,13.46@13.47,"range end",
Agathon,"tragic poet",,,,,TrGF,39,"F 15",15,15.701b,15.60@15.62,,
Agathon,"tragic poet",,,,,TrGF,39,"F 3",12,12.528d,12.37,,
Agathon,"tragic poet",,,,,TrGF,39,"F 4",10,10.454c,10.80,"range start",
Agathon,"tragic poet",,,,,TrGF,39,"F 4",10,10.454d,10.80,"range end",
Agathon,"tragic poet",,,,,TrGF,39,"T 1",5,5.216e,5.56,"range start",
Agathon,"tragic poet",,,,,TrGF,39,"T 1",5,5.216f,5.56,range,
Agathon,"tragic poet",,,,,TrGF,39,"T 1",5,5.217a,5.56@5.57,range,
Agathon,"tragic poet",,,,,TrGF,39,"T 1",5,5.217b,5.57,range,
Agathon,"tragic poet",,,,,TrGF,39,"T 1",5,5.217c,5.57,"range end",
Agathon,"tragic poet",,,,,,,,5,5.187c,5.12,,
Agathon,"tragic poet",,,,,,,,5,5.192a,5.18,"range start",
Agathon,"tragic poet",,,,,,,,5,5.192b,5.18@5.19,"range end",
Agelochus,grammarian,,,,,,,,2,2.54d,2.43,,
"Agemon of Corinth","father of Alcyone",,,,,,,,15,15.696f,15.52,,
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,12,12.511b,12.3,,
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,12,12.550e,12.74,,
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,13,13.609b,13.89,,
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,14,14.613c,14.1@14.2,,
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,14,14.616d,14.6,"range start",
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,14,14.616e,14.6@14.7,"range end",
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,14,14.657b,14.74,"range start",
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,14,14.657c,14.74,"range end",
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,15,15.676d,15.18,,
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,4,4.144b,4.23@4.24,"range start",
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,4,4.144c,4.24,"range end",
"Agesilaus II","king of Sparta",,Poralla,#9,,,,,9,9.384a,9.32,,
"Agias (and Dercylus)",historian(s),,,,,FGrH,305,"F 3",3,3.86f,3.32@3.33,,
"Agias of Argos","epic poet, author of Sack of Troy",,,,,"Bernabé ed.",,"test 3, p 87",13,13.610c,13.91,,
Agias,"author of treatise on music",,,,,FHG,iv.293-4,"fr 4",14,14.626f,14.22@14.23,,
"Agis II","king of Sparta",,Poralla,#26,,,,,12,12.535b,12.48,,
"Agis II","king of Sparta",,Poralla,#26,,,,,13,13.574d,13.34,,
"Agis of Rhodes",cook,,,,,,,,9,9.379e,9.24,,
Agis,"cookbook author",,,,,,,,12,12.516c,12.11@12.12,,
Agis,glutton,,,,,,,,8,8.344f,8.33@8.34,,
Aglaophon,plaque-painter,,,,,,,,12,12.534d,12.47,"range start",
Aglaophon,plaque-painter,,,,,,,,12,12.534e,12.47,"range end",
Aglaosthenes,historian,,,,,FGrH,499,"F *4",3,3.78c,3.14,,
Aglaïs,"daughter of Megacles of Alexandria, female trumpeter",,,,,,,,10,10.415a,10.7,"range start",
Aglaïs,"daughter of Megacles of Alexandria, female trumpeter",,,,,,,,10,10.415b,10.7@10.8,"range end",
Agrippa,dancer,,,,,,,,1,1.20b,1.35@1.36,,note
Agron,"king of Illyria",,,,,,,,10,10.440a,10.54,,
Agyrrhius,"son of Callimedon of Athens, politician",,PAA,107665,,,,,8,8.340e,8.24@8.25,,
"Ahura Mazda","Persian deity",,,,,,,,13,13.603c,13.80,,
"Ajax of Salamis","Homeric hero",,,,,,,,1,1.13f,1.23,,
"Ajax of Salamis","Homeric hero",,,,,,,,1,1.9a,1.15,,
"Ajax of Salamis","Homeric hero",,,,,,,,11,11.493d,11.85,,
"Ajax of Salamis","Homeric hero",,,,,,,,12,12.543e,12.62,,
"Ajax of Salamis","Homeric hero",,,,,,,,15,15.695c,15.50,,
"Ajax of Salamis","Homeric hero",,,,,,,,15,15.696d,15.51@15.52,,
"Ajax of Salamis","Homeric hero",,,,,,,,5,5.187b,5.3@5.12,,
"Ajax of Salamis","Homeric hero",,,,,,,,6,6.223a,6.1,,note
Akratopotês,"deity worshipped in Munychia",,,,,,,,2,2.39c,2.9,,
"Alcaeus of Athens","eponymous archon for 422/1 BCE",,,,,,,,5,5.215d,5.55,,
"Alcaeus of Athens","eponymous archon for 422/1 BCE",,,,,,,,5,5.218b,5.59,,
"Alcaeus of Athens","eponymous archon for 422/1 BCE",,,,,,,,5,5.218d,5.59,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 140",14,14.627a,14.23,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 140",14,14.627b,14.23,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 322",11,11.481a,11.61@11.62,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 332",10,10.430c,10.35,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 335",10,10.430b,10.35,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 335",10,10.430c,10.35,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 338.1-2, 5-8",10,10.430a,10.35,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 338.1-2, 5-8",10,10.430b,10.35,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 342",10,10.430c,10.35,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.1-5",11,11.480a,11.59,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.1-5",11,11.480b,11.59@11.60,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.1-5",11,11.480c,11.60,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.1-5",11,11.480d,11.60@11.61,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.1-5",11,11.480e,11.61,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.1-5",11,11.480f,11.61,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.1-5",11,11.481a,11.61@11.62,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.4",10,10.429f,10.34@10.35,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346.4",10,10.430a,10.35,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346",10,10.430c,10.35,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 346",10,10.430d,10.35@10.36,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 347.1-2",1,1.22e,1.41,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 347.1-2",1,1.22f,1.41,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 347.1-2",10,10.430b,10.35,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 352",1,1.22f,1.41,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 359",3,3.85f,3.31,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 362.1-2",15,15.674c,15.16,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 362.1-2",15,15.674d,15.16,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 362.3-4",15,15.687d,15.35@15.36,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 362.3-4",15,15.687e,15.36,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 366.1",2,2.37e,2.5@2.6,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 367.1-3",10,10.430b,10.35,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 369",2,2.38e,2.7,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 376",11,11.460d,11.2@11.3,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 401A",3,3.73e,3.4,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 417",11,11.478b,11.55@11.56,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 433",7,7.311a,7.86,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 447",10,10.425c,10.25,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 462",11,11.460f,11.3@11.4,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 462",11,11.461a,11.4,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 462",15,15.666b,15.2,,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 464",10,10.429f,10.34@10.35,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 464",10,10.430a,10.35,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 464",10,10.430b,10.35,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 464",10,10.430c,10.35,range,
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 464",10,10.430d,10.35@10.36,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 466",15,15.693f,15.48@15.49,"range start",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"fr 466",15,15.694a,15.49,"range end",
"Alcaeus of Lesbos","lyric poet",,,,,"Voigt ed.",,"test 433",7,7.311a,7.86,,
"Alcaeus of Lesbos","lyric poet",,,,,,,,10,10.429a,10.33,,
"Alcaeus of Lesbos","lyric poet",,,,,,,,10,10.436f,10.48@10.49,,
"Alcaeus of Lesbos","lyric poet",,,,,,,,13,13.598b,13.71,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 15",10,10.424d,10.23@10.24,"range start",
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 15",10,10.424e,10.24,"range end",
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 16",9,9.408e,9.75,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 17",9,9.399f,9.61,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 1",7,7.316b,7.100,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 22",9,9.396c,9.54,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 23",15,15.691b,15.42@15.43,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 24",9,9.370f,9.10@9.11,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 25",3,3.107f,3.70,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 2",3,3.110a,3.74,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 30",7,7.316c,7.100@7.101,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 36",3,3.73e,3.4,,
Alcaeus,"comic poet",,,,,"Kassel-Austin eds.",,"fr 9",10,10.445e,10.64,,
Alcandre,"wife of Polybus, guest-friend of Homeric Helen and Menelaus",,,,,,,,5,5.191b,5.17,,
"Alceides of Alexandria","musician and deipnosophist",,,,,,,,1,1.1f,1.2@1.3,,
"Alceides of Alexandria","musician and deipnosophist",,,,,,,,1,1.33c,1.59@1.60,,note
"Alceides of Alexandria","musician and deipnosophist",,,,,,,,4,4.174b,4.75,,
Alcenor,"dinner-guest of Ptolemy I",,,,,,,,6,6.244c,6.44,,
Alcestis,"wife of Admetus",,,,,,,,13,13.559c,13.8,,
Alcetas,historian,,,,,FGrH,405,"F 1",13,13.591b,13.59,"range start",
Alcetas,historian,,,,,FGrH,405,"F 1",13,13.591c,13.59@13.60,"range end",
Alcetas,"king of Macedon and notorious drinker",,,,,,,,10,10.436e,10.48,,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,1,1.17e,1.30,,note
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,1,1.3d,1.4@1.5,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,1,1.3e,1.5,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,11,11.506c,11.114,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,11,11.506d,11.114@11.115,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.525b,12.28,,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.534b,12.46@12.47,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.534c,12.47,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.534d,12.47,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.534e,12.47,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.534f,12.47@12.48,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.535a,12.48,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.535b,12.48,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.535c,12.48@12.49,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,12,12.535d,12.49,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,13,13.566d,13.20,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,13,13.566e,13.20@13.21,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,13,13.574d,13.34,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,13,13.574e,13.34,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,13,13.574f,13.34,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,14,14.643f,14.51,,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,4,4.184d,4.84,,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.180a,5.8,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.180b,5.8@5.9,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.182a,5.11@5.12,,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.187c,5.12,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.187d,5.12,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.187e,5.12,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.215e,5.55,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.215f,5.55,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.216a,5.55,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.216b,5.55,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.216c,5.55@5.56,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.219b,5.61,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.219c,5.61,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.219d,5.61,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.219e,5.61,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.219f,5.61,range,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.220a,5.61@5.62,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.220c,5.62@5.63,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,5,5.220d,5.63,"range end",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,6,6.234e,6.26,,
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,9,9.407b,9.72,"range start",
Alcibiades,"son of Cleinias of Athens, politician and libertine",,PAA,121625,,,,,9,9.407c,9.72@9.73,"range end",
"Alcidamas of Elis",orator,,,,,"Baiter-Sauppe eds.",ii155,II,13,13.592c,13.62,,
"Alcimus of Sicily",historian,,,,,FGrH,560,"F 1",7,7.322a,7.118,,
"Alcimus of Sicily",historian,,,,,FGrH,560,"F 2",10,10.441a,10.56,"range start",
"Alcimus of Sicily",historian,,,,,FGrH,560,"F 2",10,10.441b,10.56@10.57,"range end",
"Alcimus of Sicily",historian,,,,,FGrH,560,"F 3",12,12.518b,12.14,"range start",
"Alcimus of Sicily",historian,,,,,FGrH,560,"F 3",12,12.518c,12.15,"range end",
Alcinous,"Homeric king of Phaeacia",,,,,,,,1,1.13e,1.23,,
Alcinous,"Homeric king of Phaeacia",,,,,,,,1,1.9b,1.15,,
Alcinous,"Homeric king of Phaeacia",,,,,,,,12,12.512c,12.5,,
Alcinous,"Homeric king of Phaeacia",,,,,,,,12,12.513e,12.7@12.8,,
Alcinous,"Homeric king of Phaeacia",,,,,,,,5,5.182a,5.11@5.12,,
Alcinous,"Homeric king of Phaeacia",,,,,,,,5,5.192c,5.19,,
Alcinous,"Homeric king of Phaeacia",,,,,,,,7,7.284d,7.20@7.21,,
"Alciphron of Maeander",geographer,,,,,,,,1,1.31d,1.57,,
Alcippe,"slave-woman of Homeric Helen",,,,,,,,5,5.191a,5.17,,
"Alcisthenes of Sybaris",hedonist,,,,,,,,12,12.541a,12.57@12.58,"range start",
"Alcisthenes of Sybaris",hedonist,,,,,,,,12,12.541b,12.58,range,
"Alcisthenes of Sybaris",hedonist,,,,,,,,12,12.541c,12.58,range,
"Alcisthenes of Sybaris",hedonist,,,,,,,,12,12.541d,12.58,"range end",
Alcius,"Epicurean philosopher",,,,,,,,12,12.547a,12.67@12.68,,
Alcmaeonis,,,,,,"Bernabé ed.",,"fr 2, p 33",11,11.460b,11.1@11.2,,
Alcmaeon,"son of Amphiaraus, one of Epigoni",,,,,,,,6,6.222d,6.1,,
Alcmaeon,"son of Amphiaraus, one of Epigoni",,,,,,,,6,6.223c,6.2,,
Alcmaeon,"son of Amphiaraus, one of Epigoni",,,,,,,,6,6.232e,6.22,,
"Alcman of Sparta","lyric poet",,,,,PMG,,17,10,10.416c,10.9@10.10,,
"Alcman of Sparta","lyric poet",,,,,PMG,,17,10,10.416c,10.9@10.10,,
"Alcman of Sparta","lyric poet",,,,,PMG,,19,3,3.110f,3.75,"range start",
"Alcman of Sparta","lyric poet",,,,,PMG,,19,3,3.111a,3.75,"range end",
"Alcman of Sparta","lyric poet",,,,,PMG,,100,3,3.81f,3.21@3.22,,
"Alcman of Sparta","lyric poet",,,,,PMG,,101,14,14.636f,14.40,,
"Alcman of Sparta","lyric poet",,,,,PMG,,109,14,14.624b,14.18,,
"Alcman of Sparta","lyric poet",,,,,PMG,,160,15,15.678b,15.22,,
"Alcman of Sparta","lyric poet",,,,,PMG,,20,10,10.416d,10.10,,
"Alcman of Sparta","lyric poet",,,,,PMG,,26.4,9,9.374d,9.16@9.17,,
"Alcman of Sparta","lyric poet",,,,,PMG,,39,9,9.390a,9.43,,
"Alcman of Sparta","lyric poet",,,,,PMG,,40,9,9.374d,9.16@9.17,,
"Alcman of Sparta","lyric poet",,,,,PMG,,42,2,2.39a,2.8,,
"Alcman of Sparta","lyric poet",,,,,PMG,,56,11,11.498f,11.99,"range start",
"Alcman of Sparta","lyric poet",,,,,PMG,,56,11,11.499a,11.99,"range end",
"Alcman of Sparta","lyric poet",,,,,PMG,,59a,13,13.600f,13.75,,
"Alcman of Sparta","lyric poet",,,,,PMG,,59b,13,13.601a,13.75,,
"Alcman of Sparta","lyric poet",,,,,PMG,,60,15,15.680f,15.27,"range start",
"Alcman of Sparta","lyric poet",,,,,PMG,,60,15,15.681a,15.27,"range end",
"Alcman of Sparta","lyric poet",,,,,PMG,,82,9,9.373e,9.15@9.16,,
"Alcman of Sparta","lyric poet",,,,,PMG,,91,15,15.682a,15.28,,
"Alcman of Sparta","lyric poet",,,,,PMG,,92,1,1.31c,1.56@1.57,"range start",
"Alcman of Sparta","lyric poet",,,,,PMG,,92,1,1.31d,1.57,"range end",
"Alcman of Sparta","lyric poet",,,,,PMG,,94,14,14.646a,14.54,,
"Alcman of Sparta","lyric poet",,,,,PMG,,94,3,3.114f,3.82,,
"Alcman of Sparta","lyric poet",,,,,PMG,,95,4,4.140c,4.17,,
"Alcman of Sparta","lyric poet",,,,,PMG,,96,14,14.648b,14.57@14.58,,
"Alcman of Sparta","lyric poet",,,,,PMG,,99,3,3.81d,3.20@3.21,,
"Alcman of Sparta","lyric poet",,,,,,,,14,14.638e,14.43,,
"Alcman of Sparta","lyric poet",,,,,,,,15,15.678c,15.22,"range start",
"Alcman of Sparta","lyric poet",,,,,,,,15,15.678d,15.22,"range end",
Alcmene,"mother of Heracles",,,,,,,,11,11.463c,11.8@11.9,,
Alcmene,"mother of Heracles",,,,,,,,11,11.474f,11.49,,
Alcmene,"mother of Heracles",,,,,,,,11,11.475b,11.49,"range start",
Alcmene,"mother of Heracles",,,,,,,,11,11.475c,11.49@11.50,"range end",
Alcmene,"mother of Heracles",,,,,,,,11,11.781c,11.15@11.16,,
"Alcyone of Corinth","daughter of Agemon",,,,,,,,15,15.696f,15.52,,
Alcyoneus,"son of Demo and Demetrius Poliorcetes",,,,,,,,13,13.578a,13.40,,
Alcyone,"mother of Glaucus",,,,,,,,7,7.296b,7.47,,
"Alexamenus of Teos","alleged inventor of dialogue genre",,,,,,,,11,11.505b,11.112,"range start",
"Alexamenus of Teos","alleged inventor of dialogue genre",,,,,,,,11,11.505c,11.112,"range end",
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr 14",10,10.412f,10.4,,
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr 18",14,14.620e,14.13,"range start",
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr 18",14,14.620f,14.13,"range end",
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr 1",7,7.296d,7.47,,
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr 2",7,7.283a,7.18,,
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr 5",15,15.699b,15.56,"range start",
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr 5",15,15.699c,15.56,"range end",
"Alexander Aetolus","elegiac poet",,,,,"Magnelli ed.",,"fr dub 24",11,11.496c,11.94,,
"Alexander Aetolus","elegiac poet",,,,,"Powell ed.",,"fr 1, p 121",7,7.296d,7.47,,
"Alexander Aetolus","elegiac poet",,,,,"Powell ed.",,"fr 2, p 122",7,7.283a,7.18,,
"Alexander Aetolus","elegiac poet",,,,,"Powell ed.",,"fr 21, p 129",14,14.620e,14.13,"range start",
"Alexander Aetolus","elegiac poet",,,,,"Powell ed.",,"fr 21, p 129",14,14.620f,14.13,"range end",
"Alexander Aetolus","elegiac poet",,,,,"Powell ed.",,"fr 5, p 125",15,15.699b,15.56,"range start",
"Alexander Aetolus","elegiac poet",,,,,"Powell ed.",,"fr 5, p 125",15,15.699c,15.56,"range end",
"Alexander Aetolus","elegiac poet",,,,,"Powell ed.",,"fr dub 22, p 129",11,11.496c,11.94,,
"Alexander Balas","king of Syria",,,,,,,,5,5.211a,5.47,"range start",
"Alexander Balas","king of Syria",,,,,,,,5,5.211b,5.47,range,
"Alexander Balas","king of Syria",,,,,,,,5,5.211c,5.47,range,
"Alexander Balas","king of Syria",,,,,,,,5,5.211d,5.47,"range end",
"Alexander III (the Great)","king of Macedon",,,,,,,,1,1.17f,1.30@1.31,,
"Alexander III (the Great)","king of Macedon",,,,,,,,1,1.19a,1.33@1.34,,
"Alexander III (the Great)","king of Macedon",,,,,,,,1,1.19c,1.34,,
"Alexander III (the Great)","king of Macedon",,,,,,,,1,1.20a,1.35,,
"Alexander III (the Great)","king of Macedon",,,,,,,,1,1.22d,1.40@1.41,,
"Alexander III (the Great)","king of Macedon",,,,,,,,1,1.3d,1.4@1.5,,
"Alexander III (the Great)","king of Macedon",,,,,,,,10,10.434a,10.43@10.44,"range start",
"Alexander III (the Great)","king of Macedon",,,,,,,,10,10.434b,10.44,range,
"Alexander III (the Great)","king of Macedon",,,,,,,,10,10.434c,10.44,range,
"Alexander III (the Great)","king of Macedon",,,,,,,,10,10.434d,10.44@10.45,"range end",
"Alexander III (the Great)","king of Macedon",,,,,,,,10,10.434f,10.45,"range start",
"Alexander III (the Great)","king of Macedon",,,,,,,,10,10.435a,10.45@10.46,"range end",
"Alexander III (the Great)","king of Macedon",,,,,,,,10,10.437a,10.49,,
"Alexander III (the Great)","king of Macedon",,,,,,,,11,11.781f,11.17,,
"Alexander III (the Great)","king of Macedon",,,,,,,,11,11.784a,11.26@11.27,"range start",
"Alexander III (the Great)","king of Macedon",,,,,,,,11,11.784b,11.27@11.28,"range end",
"Alexander III (the Great)","king of Macedon",,,,,,,,12,12.530b,12.39,,
"Alexander III (the Great)","king of Macedon",,,,,,,,12,12.535e,12.49@12.50,,
